,chr1,x1,x2,gene1,gene1Sym,chr2,y1,y2,gene2,gene2Sym,READ,THCA,UVM,THYM,GBM,UCS,OV,LIHC,STAD,UCEC,HNSC,BRCA,SARC,Healthy,DLBC,BLCA,KIRP,COAD,PAAD,PCPG,LGG,SKCM,LUAD,KIRC,MESO,CESC,LUSC,PRAD,ESCA,ACC,LAML,TGCT,KICH
4508,chr1,155657751,155708801,ENSG00000132676,DAP3,chr1,155867599,155881195,ENSG00000143622,RIT1,0.036144578313253,0.0059405940594059,0.0,0.0916666666666666,0.430379746835443,0.1578947368421052,0.0356294536817102,0.0215633423180593,0.0242718446601941,0.1521739130434782,0.1134615384615384,0.3096309630963096,0.0849420849420849,0.2091106290672451,0.1041666666666666,0.1917475728155339,0.2241379310344827,0.0479166666666666,0.0730337078651685,0.4189944134078212,0.3197674418604651,0.0679611650485436,0.4267161410018553,0.3955637707948244,0.0229885057471264,0.2344827586206896,0.5039840637450199,0.0099800399201596,0.0869565217391304,0.0126582278481012,0.1324503311258278,0.04,0.0
5391,chr1,156720402,156770607,ENSG00000143294,PRCC,chr1,156117157,156147543,ENSG00000196189,SEMA4A,0.0,0.1722772277227722,0.0,0.45,0.0,0.2982456140350877,0.2826603325415677,0.0296495956873315,0.0242718446601941,0.3260869565217391,0.2519230769230769,0.3951395139513951,0.0849420849420849,0.0932754880694143,0.2916666666666667,0.3883495145631068,0.0206896551724137,0.0083333333333333,0.0,0.0,0.001937984496124,0.0776699029126213,0.2393320964749536,0.0258780036968576,0.0114942528735632,0.4172413793103448,0.5298804780876494,0.3752495009980039,0.125,0.0,0.119205298013245,0.2,0.0
5537,chr1,150980896,151008189,ENSG00000143363,PRUNE1,chr1,151023447,151042801,ENSG00000197622,CDC42SE1,0.0120481927710843,0.0574257425742574,0.0,0.4083333333333333,0.0949367088607595,0.2982456140350877,0.2375296912114014,0.0107816711590296,0.0218446601941747,0.1521739130434782,0.4134615384615384,0.2574257425742574,0.0888030888030888,0.2425162689804772,0.1875,0.2742718446601941,0.0206896551724137,0.0166666666666666,0.0224719101123595,0.1229050279329608,0.3081395348837209,0.0970873786407767,0.2467532467532467,0.033271719038817,0.1034482758620689,0.2586206896551724,0.6334661354581673,0.0399201596806387,0.125,0.0379746835443038,0.2649006622516556,0.1333333333333333,0.2878787878787879
16008,chr12,57869228,57911352,ENSG00000166986,MARS1,chr12,57628686,57634498,ENSG00000185633,NDUFA4L2,0.1325301204819277,0.0534653465346534,0.0125,0.0166666666666666,0.1962025316455696,0.4561403508771929,0.1448931116389548,0.0377358490566037,0.0242718446601941,0.1032608695652173,0.4057692307692307,0.0261026102610261,0.1042471042471042,0.0121475054229934,0.4166666666666667,0.1893203883495145,0.0103448275862068,0.16875,0.0056179775280898,0.3631284916201117,0.0096899224806201,0.058252427184466,0.0909090909090909,0.0388170055452865,0.057471264367816,0.2413793103448276,0.5617529880478087,0.0159680638722554,0.0543478260869565,0.1265822784810126,0.0,0.0466666666666666,0.0454545454545454
28099,chr2,119981407,120023228,ENSG00000115107,STEAP3,chr2,120975055,120980976,ENSG00000226479,TMEM185B,0.1506024096385542,0.0396039603960396,0.1375,0.2,0.1265822784810126,0.2456140350877192,0.3705463182897862,0.2506738544474393,0.087378640776699,0.1485507246376811,0.3576923076923077,0.3375337533753375,0.0965250965250965,0.0798264642082429,0.0625,0.1504854368932038,0.1551724137931034,0.1104166666666666,0.1067415730337078,0.0614525139664804,0.1802325581395348,0.2135922330097087,0.24860853432282,0.1977818853974122,0.264367816091954,0.3137931034482759,0.5239043824701195,0.2035928143712574,0.1358695652173913,0.3037974683544304,0.0066225165562913,0.0066666666666666,0.1969696969696969
28769,chr2,30369807,30383399,ENSG00000119801,YPEL5,chr2,29117533,29171085,ENSG00000163811,WDR43,0.4397590361445783,0.0,0.125,0.0416666666666666,0.0189873417721519,0.2982456140350877,0.2042755344418052,0.0161725067385444,0.1116504854368932,0.1177536231884057,0.4230769230769231,0.189018901890189,0.0308880308880308,0.2993492407809111,0.25,0.2839805825242718,0.0517241379310344,0.4416666666666666,0.0168539325842696,0.0055865921787709,0.0096899224806201,0.1844660194174757,0.222634508348794,0.0480591497227356,0.057471264367816,0.2758620689655172,0.6095617529880478,0.0499001996007984,0.3097826086956521,0.0,0.4834437086092715,0.4933333333333333,0.0303030303030303
31372,chr3,196662273,196669465,ENSG00000114503,NCBP2,chr3,197464050,197514467,ENSG00000122068,FYTTD1,0.0060240963855421,0.0277227722772277,0.0,0.0333333333333333,0.0759493670886076,0.3684210526315789,0.2066508313539192,0.0,0.0242718446601941,0.1177536231884057,0.325,0.2052205220522052,0.0501930501930501,0.1440347071583514,0.1666666666666666,0.1432038834951456,0.0137931034482758,0.0291666666666666,0.0056179775280898,0.0,0.003875968992248,0.0194174757281553,0.1038961038961039,0.0277264325323475,0.0114942528735632,0.3,0.5597609561752988,0.0159680638722554,0.0815217391304347,0.0379746835443038,0.0927152317880794,0.0666666666666666,0.0
31726,chr3,197464050,197514467,ENSG00000122068,FYTTD1,chr3,196195654,196230639,ENSG00000163961,RNF168,0.0,0.0,0.0,0.0083333333333333,0.0,0.1052631578947368,0.0688836104513064,0.0,0.0266990291262135,0.0760869565217391,0.475,0.1917191719171917,0.0579150579150579,0.0811279826464208,0.125,0.1796116504854369,0.0034482758620689,0.0416666666666666,0.0,0.0,0.001937984496124,0.0,0.0667903525046382,0.0129390018484288,0.0114942528735632,0.4862068965517241,0.6633466135458167,0.0059880239520958,0.3423913043478261,0.0,0.1854304635761589,0.0133333333333333,0.0
31731,chr3,197464050,197514467,ENSG00000122068,FYTTD1,chr3,196281048,196295545,ENSG00000185798,WDR53,0.0,0.0019801980198019,0.0,0.0,0.0,0.1578947368421052,0.0498812351543943,0.0,0.0048543689320388,0.0706521739130434,0.4653846153846154,0.126012601260126,0.054054054054054,0.0043383947939262,0.0416666666666666,0.1286407766990291,0.0,0.0166666666666666,0.0,0.0,0.0,0.0097087378640776,0.0630797773654916,0.0036968576709796,0.0114942528735632,0.4655172413793103,0.6314741035856574,0.0,0.1739130434782608,0.0,0.0,0.02,0.0
32467,chr3,53258728,53290068,ENSG00000163931,TKT,chr3,53190025,53226733,ENSG00000163932,PRKCD,0.2710843373493976,0.0158415841584158,0.2125,0.1916666666666666,0.050632911392405,0.2807017543859649,0.2470308788598574,0.0862533692722372,0.3398058252427184,0.2228260869565217,0.3826923076923076,0.27002700270027,0.2084942084942085,0.3140997830802603,0.125,0.2354368932038835,0.2137931034482758,0.3229166666666667,0.2921348314606741,0.0670391061452514,0.0503875968992248,0.1067961165048543,0.2282003710575139,0.1756007393715342,0.0804597701149425,0.3551724137931034,0.5219123505976095,0.0798403193612774,0.391304347826087,0.189873417721519,0.1258278145695364,0.2933333333333333,0.4545454545454545
32531,chr3,196195654,196230639,ENSG00000163961,RNF168,chr3,195241224,195270209,ENSG00000184203,PPP1R2,0.0180722891566265,0.0,0.05,0.0333333333333333,0.0,0.0350877192982456,0.0356294536817102,0.0,0.0218446601941747,0.0579710144927536,0.2903846153846154,0.0873087308730873,0.0617760617760617,0.347939262472885,0.25,0.1237864077669902,0.0034482758620689,0.05625,0.0,0.0,0.0,0.0,0.0667903525046382,0.011090573012939,0.0,0.4206896551724138,0.5717131474103586,0.0019960079840319,0.3260869565217391,0.0,0.2980132450331126,0.1733333333333333,0.0
47235,chr3,142838613,142842856,ENSG00000175040,CHST2,chr3,143690665,143767561,ENSG00000181744,DIPK2A,0.0,0.0514851485148514,0.0,0.4916666666666666,0.0063291139240506,0.4385964912280701,0.1947743467933491,0.0026954177897574,0.0194174757281553,0.0851449275362318,0.2519230769230769,0.0351035103510351,0.2123552123552123,0.1804772234273318,0.0,0.2063106796116504,0.0034482758620689,0.0,0.0,0.0,0.0096899224806201,0.0,0.0333951762523191,0.0536044362292051,0.0344827586206896,0.1344827586206896,0.5278884462151394,0.0079840319361277,0.2010869565217391,0.0126582278481012,0.1258278145695364,0.1,0.0151515151515151
